	HASH	FILE	ENV	RUN	SOFTWARE
cloud-gce-singularity	d9890697742492883208af010213fc5e	RTG/container.HG004/alignments.bam.bai	cloud-gce	1	singularity
cloud-gce-singularity	d38bf67af33fc18f91184006360ceb3c	RTG/container.HG004/progress	cloud-gce	1	singularity
cloud-gce-singularity	c287af3692b5c5bee7db8ce922aa67fe	RTG/container.HG004/rgstats.tsv	cloud-gce	1	singularity
cloud-gce-singularity	6fd0258ae8457e6e71c948333bb36a11	RTG/container.HG004/map.log	cloud-gce	1	singularity
cloud-gce-singularity	c67d5fb16d3ea6548696d1106751cb17	RTG/container.HG004/alignments.bam.calibration	cloud-gce	1	singularity
cloud-gce-singularity	7860de7de6124e0e43d1c83de909aadf	RTG/container.HG004/reportdata.tsv	cloud-gce	1	singularity
cloud-gce-singularity	b6c44fc3ab5eb6cbb411705f71cc8595	RTG/container.HG004/done	cloud-gce	1	singularity
cloud-gce-singularity	206739a868e248274363bc8afe54ab26	RTG/container.HG004/summary.txt	cloud-gce	1	singularity
cloud-gce-singularity	1785cd7246de30674454eb22a415c27e	RTG/container.HG004/index.html	cloud-gce	1	singularity
cloud-gce-singularity	f63902aa224ba2ba4a4d860c099630f1	RTG/HG002.1.10M.fastq.gz	cloud-gce	1	singularity
cloud-gce-singularity	5af39e216b7fe8959553818ed53dbba9	RTG/container.HG003/index_files/rtg.css	cloud-gce	1	singularity
cloud-gce-singularity	3d584369b26d1d7d8b4ef1581e741bc1	RTG/container.HG003/index_files/Alignment-Score-Distribution-(Unmated-Only).png	cloud-gce	1	singularity
cloud-gce-singularity	1cc5a2043e6b4bc5ebf86f4b44ad6521	RTG/container.HG003/index_files/Mapping-Quality-(MAPQ)-Distribution.png	cloud-gce	1	singularity
cloud-gce-singularity	e1e3b86a8bc816e9aea7cb9327b76668	RTG/container.HG003/index_files/Alignment-Score-Distribution-(Mated-Only).png	cloud-gce	1	singularity
cloud-gce-singularity	1bdffd1b3f442bd9b3169fd5e6b99df8	RTG/container.HG003/index_files/Fragment-Length-Distribution.png	cloud-gce	1	singularity
cloud-gce-singularity	5f8da56f2cd3dea05e15be5d55fea548	RTG/container.HG003/index_files/rtg_logo.png	cloud-gce	1	singularity
cloud-gce-singularity	a77723f2478ba7a39f0e7c4679a1a820	RTG/container.HG003/alignments.bam	cloud-gce	1	singularity
cloud-gce-singularity	267a339f5b98ba44f2228a515f3ea0a4	RTG/container.HG003/alignments.bam.bai	cloud-gce	1	singularity
cloud-gce-singularity	a13dda457cac1fb23bf1fcd2c5726307	RTG/container.HG003/progress	cloud-gce	1	singularity
cloud-gce-singularity	64c06c68f97aac19eb24bbb80fc0bce0	RTG/container.HG003/rgstats.tsv	cloud-gce	1	singularity
cloud-gce-singularity	f3e99a800745234343a8f0f7f75428be	RTG/container.HG003/map.log	cloud-gce	1	singularity
cloud-gce-singularity	eb59c741f401fe0288f81c3c307bd99a	RTG/container.HG003/alignments.bam.calibration	cloud-gce	1	singularity
cloud-gce-singularity	d8a52e9555802612091634b183e8ced8	RTG/container.HG003/reportdata.tsv	cloud-gce	1	singularity
cloud-gce-singularity	181eed7c4caa6511d25fc843356ba1f2	RTG/container.HG003/done	cloud-gce	1	singularity
cloud-gce-singularity	94ef316c4fc8ac0dc67dbe6a061d62a2	RTG/container.HG003/summary.txt	cloud-gce	1	singularity
cloud-gce-singularity	362f63c0e80b7276fc417ca415fe0b35	RTG/container.HG003/index.html	cloud-gce	1	singularity
cloud-gce-singularity	80b1259ad361cec9500ec0795ab7400b	RTG/HG002.2.10M.fastq.gz	cloud-gce	1	singularity
cloud-gce-singularity	3df1c251d6be508f28f76a562a393d4b	RTG/HG003.1.10M.fastq.gz	cloud-gce	1	singularity
cloud-gce-singularity	8db7bf4b21f0e11eebb0dda6b1128b84	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.bwt	cloud-gce	1	singularity
cloud-gce-singularity	358e44170f2729f732045ac3993362f8	Reference/kallisto_index	cloud-gce	1	singularity
cloud-gce-singularity	30bda345ff201f40aff5af7f8c8552e9	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.sa	cloud-gce	1	singularity
cloud-gce-singularity	ac8817dea26a91365a7c7531c60ccb63	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.sdf/namedata0	cloud-gce	1	singularity
cloud-gce-singularity	a308f744d1f9511f1278d14ef08b0b73	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.sdf/suffixIndex0	cloud-gce	1	singularity
cloud-gce-singularity	65419fe7c5af016746918bf5e2fdccca	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.sdf/nameIndex0	cloud-gce	1	singularity
cloud-gce-singularity	549e15d4277b80bcb09139d0f1ea132f	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.sdf/seqpointer0	cloud-gce	1	singularity
cloud-gce-singularity	8b940a7ac3e9c67072d66dd3d014f174	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.sdf/suffixdata0	cloud-gce	1	singularity
cloud-gce-singularity	641a6056ffe7742a915acab0037cc1e5	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.sdf/seqdata1	cloud-gce	1	singularity
cloud-gce-singularity	a48e0a1c2808083b2c0dff38a88fd9d0	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.sdf/seqdata3	cloud-gce	1	singularity
cloud-gce-singularity	d2687a32e54dfcda2ceb636688ccf019	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.sdf/format.log	cloud-gce	1	singularity
cloud-gce-singularity	b217aba6fe3ce611203a6c2248c34883	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.sdf/seqpointer2	cloud-gce	1	singularity
cloud-gce-singularity	5e977412c38097b01b448292c8fcc48c	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.sdf/sequenceIndex0	cloud-gce	1	singularity
cloud-gce-singularity	f2b8b82f9e013e194628f3696538cbd5	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.sdf/progress	cloud-gce	1	singularity
cloud-gce-singularity	87676759368f792ebbe8f82698c43d65	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.sdf/seqpointer3	cloud-gce	1	singularity
cloud-gce-singularity	b4457c1c172f2de9c59e8d239e05c810	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.sdf/seqdata2	cloud-gce	1	singularity
cloud-gce-singularity	43aff7e00d9a3f555ab10dae0e276b38	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.sdf/suffixpointer0	cloud-gce	1	singularity
cloud-gce-singularity	3cde02f316e6a1a82c179466be9bb496	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.sdf/seqdata0	cloud-gce	1	singularity
cloud-gce-singularity	a8eb0bed6f9529a940ac05eae457adc6	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.sdf/namepointer0	cloud-gce	1	singularity
cloud-gce-singularity	e4582ee876be356f8ded77fb26224220	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.sdf/mainIndex	cloud-gce	1	singularity
cloud-gce-singularity	11e45804df7a277a7716acb0c608ad76	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.sdf/done	cloud-gce	1	singularity
cloud-gce-singularity	255eef0bc7d49d9dff437bb548a6cbe4	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.sdf/seqpointer1	cloud-gce	1	singularity
cloud-gce-singularity	379a410003fcf9e5ae8b088b726e6080	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.sdf/summary.txt	cloud-gce	1	singularity
cloud-gce-singularity	9e6b9465dc708d92bf6d67e9c9fa9389	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa	cloud-gce	1	singularity
cloud-gce-singularity	0c81559f3cc600af2e79ac7dfb5a30c7	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.pac	cloud-gce	1	singularity
cloud-gce-singularity	6059c253ce2432bde7553846bfb4c18f	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.ann	cloud-gce	1	singularity
cloud-gce-singularity	4a46c297bfc0b29cb2f7eefedc360556	Reference/Homo_sapiens.GRCh38.dna.primary_assembly.fa.amb	cloud-gce	1	singularity
cloud-gce-singularity	d0c1782ecde72a7eb671336db7ff7733	Reference/gencode.v25.transcripts.fa	cloud-gce	1	singularity
cloud-gce-singularity	674cf362355519d32de62ceccf4893e5	Kallisto/rna/bs_abundance_77.tsv	cloud-gce	1	singularity
cloud-gce-singularity	8660bf78f53056caad2fb51ac20087bc	Kallisto/rna/bs_abundance_7.tsv	cloud-gce	1	singularity
cloud-gce-singularity	e25adb6f727119399d2292b3913bbe32	Kallisto/rna/bs_abundance_27.tsv	cloud-gce	1	singularity
cloud-gce-singularity	17d4bd78fb340c5eaaba8fc603729dfd	Kallisto/rna/bs_abundance_31.tsv	cloud-gce	1	singularity
cloud-gce-singularity	bd595de9bc58b5a88d86dadca348ed4a	Kallisto/rna/bs_abundance_45.tsv	cloud-gce	1	singularity
cloud-gce-singularity	c097d2b7a7abb123b891105b32ef01b6	Kallisto/rna/bs_abundance_80.tsv	cloud-gce	1	singularity
cloud-gce-singularity	a107487d6cd85a3a9772517bbd4fc949	Kallisto/rna/bs_abundance_51.tsv	cloud-gce	1	singularity
cloud-gce-singularity	9e6c94e8314002862760cd192c0164d6	Kallisto/rna/bs_abundance_32.tsv	cloud-gce	1	singularity
cloud-gce-singularity	153420b418b6d6de9322cd7c62dffc3e	Kallisto/rna/bs_abundance_95.tsv	cloud-gce	1	singularity
cloud-gce-singularity	c18231e3e2e6f693e63dbb6fdd88ae44	Kallisto/rna/bs_abundance_48.tsv	cloud-gce	1	singularity
cloud-gce-singularity	4a20212b629515580dacd7ade1e3213b	Kallisto/rna/bs_abundance_42.tsv	cloud-gce	1	singularity
cloud-gce-singularity	3d4fa22833c64aade87f0a1a64ff45e0	Kallisto/rna/bs_abundance_89.tsv	cloud-gce	1	singularity
cloud-gce-singularity	4c3d9d763725bb4ce6b00e7f86d944fe	Kallisto/rna/bs_abundance_19.tsv	cloud-gce	1	singularity
cloud-gce-singularity	fa3ea2d5a0175d4d91fc843946c2059b	Kallisto/rna/bs_abundance_96.tsv	cloud-gce	1	singularity
cloud-gce-singularity	f31112030cd49b927a608600d91b66e4	Kallisto/rna/bs_abundance_75.tsv	cloud-gce	1	singularity
cloud-gce-singularity	04937f3497e9cca451960a9196f219db	Kallisto/rna/bs_abundance_74.tsv	cloud-gce	1	singularity
cloud-gce-singularity	72a09bd40ca4322cec70d54f6986cab1	Kallisto/rna/bs_abundance_33.tsv	cloud-gce	1	singularity
cloud-gce-singularity	0495d75918786fe7700cc8427b778f8c	Kallisto/rna/abundance.tsv	cloud-gce	1	singularity
cloud-gce-singularity	21c679cf703cf1e06c8f4634cf857bed	Kallisto/rna/bs_abundance_63.tsv	cloud-gce	1	singularity
cloud-gce-singularity	42402c8f12fe6f898bc0dc4310f216d2	Kallisto/rna/bs_abundance_84.tsv	cloud-gce	1	singularity
cloud-gce-singularity	25f4ea73e05d3fccfaa1bceaa4034cdf	Kallisto/rna/bs_abundance_68.tsv	cloud-gce	1	singularity
cloud-gce-singularity	f4b32fb9a9a1953900c393031964c076	Kallisto/rna/bs_abundance_6.tsv	cloud-gce	1	singularity
cloud-gce-singularity	74a220eb691d87639fc1ddf224f9a1b8	Kallisto/rna/bs_abundance_30.tsv	cloud-gce	1	singularity
cloud-gce-singularity	36757ca94d7293006eee6263d83ebdf8	Kallisto/rna/bs_abundance_67.tsv	cloud-gce	1	singularity
cloud-gce-singularity	2d2f2db980992de26d1c25f95184987f	Kallisto/rna/bs_abundance_37.tsv	cloud-gce	1	singularity
cloud-gce-singularity	92048663a4c0edb3c3edc7e6667e39b7	Kallisto/rna/bs_abundance_64.tsv	cloud-gce	1	singularity
cloud-gce-singularity	b68209957552ae3e10ac1a546bae3f32	Kallisto/rna/bs_abundance_72.tsv	cloud-gce	1	singularity
cloud-gce-singularity	3ec7c44e268246c0f84db1376ded3539	Kallisto/rna/bs_abundance_35.tsv	cloud-gce	1	singularity
cloud-gce-singularity	58a43f58fe302d810230ba9067197bcf	Kallisto/rna/bs_abundance_17.tsv	cloud-gce	1	singularity
cloud-gce-singularity	b4256e2fecf428e3175ae45c72c244a9	Kallisto/rna/bs_abundance_78.tsv	cloud-gce	1	singularity
cloud-gce-singularity	448da32a1a275d398e3bf49a6ce198e6	Kallisto/rna/bs_abundance_98.tsv	cloud-gce	1	singularity
cloud-gce-singularity	24442bff9cef0026252237582b31774d	Kallisto/rna/bs_abundance_66.tsv	cloud-gce	1	singularity
cloud-gce-singularity	a9c56a17374659e6b1f7176268c500f7	Kallisto/rna/bs_abundance_59.tsv	cloud-gce	1	singularity
cloud-gce-singularity	45cddbac7ab14a96217edf6c45eb68b2	Kallisto/rna/bs_abundance_91.tsv	cloud-gce	1	singularity
cloud-gce-singularity	6f5e69db923c0fad89c6583cc7ff7bfb	Kallisto/rna/bs_abundance_43.tsv	cloud-gce	1	singularity
cloud-gce-singularity	e63cb4de42fe3a2fef95bcb8f35738e0	Kallisto/rna/bs_abundance_25.tsv	cloud-gce	1	singularity
cloud-gce-singularity	6ccf9dcc6cd9d40db5cecbbdc50c56f2	Kallisto/rna/bs_abundance_21.tsv	cloud-gce	1	singularity
cloud-gce-singularity	a698126a72e3b488821fe761e097545c	Kallisto/rna/bs_abundance_34.tsv	cloud-gce	1	singularity
cloud-gce-singularity	567d4dff084df003e8e1cc23c01e01bd	Kallisto/rna/bs_abundance_60.tsv	cloud-gce	1	singularity
cloud-gce-singularity	537cda270fba760bc284ca7d5b382474	Kallisto/rna/bs_abundance_5.tsv	cloud-gce	1	singularity
cloud-gce-singularity	8ae840745eecf5ee3fb52c00fb80dc27	Kallisto/rna/bs_abundance_39.tsv	cloud-gce	1	singularity
cloud-gce-singularity	475fe6c7a505ac6567fa7fe1682777b0	Kallisto/rna/bs_abundance_26.tsv	cloud-gce	1	singularity
cloud-gce-singularity	985715cb4146d64919a20ef63f104d8c	Kallisto/rna/bs_abundance_1.tsv	cloud-gce	1	singularity
cloud-gce-singularity	5bad7d5340a5b333a342ae146e30149c	Kallisto/rna/bs_abundance_81.tsv	cloud-gce	1	singularity
cloud-gce-singularity	f4c8c461c9dd4850fa803f9a90c363f2	Kallisto/rna/bs_abundance_2.tsv	cloud-gce	1	singularity
cloud-gce-singularity	6759ee5e002bf15c5c6b5de44068a8dc	Kallisto/rna/bs_abundance_23.tsv	cloud-gce	1	singularity
cloud-gce-singularity	98d8495f5ed824d38b696fc90b87e777	Kallisto/rna/bs_abundance_16.tsv	cloud-gce	1	singularity
cloud-gce-singularity	62f57cf89ff0404545bb59a6ede9408d	Kallisto/rna/bs_abundance_18.tsv	cloud-gce	1	singularity
cloud-gce-singularity	dc35ac6a9b8a8c69a242274b18b8b64c	Kallisto/rna/bs_abundance_61.tsv	cloud-gce	1	singularity
cloud-gce-singularity	f7c49c12ed596cdbdcaa5d38610acfa9	Kallisto/rna/bs_abundance_69.tsv	cloud-gce	1	singularity
cloud-gce-singularity	699e9ca0238d3027b47b1049a9a4ff92	Kallisto/rna/bs_abundance_93.tsv	cloud-gce	1	singularity
cloud-gce-singularity	6e8cf2f272e895665d72a126a265b2b3	Kallisto/rna/bs_abundance_87.tsv	cloud-gce	1	singularity
cloud-gce-singularity	560c91045b183a6bcecec3e66eef78ad	Kallisto/rna/bs_abundance_56.tsv	cloud-gce	1	singularity
cloud-gce-singularity	0cdd85788d1165579e49d534a79ff4d3	Kallisto/rna/bs_abundance_88.tsv	cloud-gce	1	singularity
cloud-gce-singularity	350eb92425c5926e3665ff9817cacc37	Kallisto/rna/bs_abundance_38.tsv	cloud-gce	1	singularity
cloud-gce-singularity	0db81ea7336bd0db9aaed02864225ce0	Kallisto/rna/bs_abundance_94.tsv	cloud-gce	1	singularity
cloud-gce-singularity	b593d1c1f831a3fbfca67d3a91cb470d	Kallisto/rna/bs_abundance_57.tsv	cloud-gce	1	singularity
cloud-gce-singularity	7ba63b496ab6d62c971702df57410bb9	Kallisto/rna/bs_abundance_99.tsv	cloud-gce	1	singularity
cloud-gce-singularity	250af29a0360fd975fc71b5018df1b66	Kallisto/rna/bs_abundance_10.tsv	cloud-gce	1	singularity
cloud-gce-singularity	1e7d7524f4feb60b01edefcd48ffc83c	Kallisto/rna/bs_abundance_3.tsv	cloud-gce	1	singularity
cloud-gce-singularity	0eb1a78a053ac2b42ed3942b4fb8489f	Kallisto/rna/bs_abundance_22.tsv	cloud-gce	1	singularity
cloud-gce-singularity	0910ed2628351cdbbd9c27145a283ad9	Kallisto/rna/bs_abundance_97.tsv	cloud-gce	1	singularity
cloud-gce-singularity	7422f263c00c12d5d5422821fca80f67	Kallisto/rna/bs_abundance_54.tsv	cloud-gce	1	singularity
cloud-gce-singularity	e6bbe0d940fdfb8d61adafc2b4359b2f	Kallisto/rna/bs_abundance_40.tsv	cloud-gce	1	singularity
cloud-gce-singularity	ef9377eb089c6b9c68575b1817f26a3a	Kallisto/rna/bs_abundance_44.tsv	cloud-gce	1	singularity
cloud-gce-singularity	5440cd99c24cc86ad6090d8920eeb32d	Kallisto/rna/bs_abundance_79.tsv	cloud-gce	1	singularity
cloud-gce-singularity	991a75dc6aa9c20caefa464bd03482b6	Kallisto/rna/bs_abundance_76.tsv	cloud-gce	1	singularity
cloud-gce-singularity	e3db9099f2ebb8fd7abe148239d118d1	Kallisto/rna/bs_abundance_28.tsv	cloud-gce	1	singularity
cloud-gce-singularity	937da6ce0d1cce3e76a78c5c0e966768	Kallisto/rna/bs_abundance_29.tsv	cloud-gce	1	singularity
cloud-gce-singularity	a678c3175476553037612d7920c9e7a0	Kallisto/rna/bs_abundance_90.tsv	cloud-gce	1	singularity
cloud-gce-singularity	6ad5f248febd1c05efb1d1cc866c32cf	Kallisto/rna/bs_abundance_41.tsv	cloud-gce	1	singularity
cloud-gce-singularity	36960e2f1960878df1434e18115e6aee	Kallisto/rna/bs_abundance_9.tsv	cloud-gce	1	singularity
cloud-gce-singularity	1b22ce4136ad050cafc8cc440be91090	Kallisto/rna/bs_abundance_52.tsv	cloud-gce	1	singularity
cloud-gce-singularity	574ac91f98e4bf74c7a90fd71f92bb5e	Kallisto/rna/bs_abundance_73.tsv	cloud-gce	1	singularity
cloud-gce-singularity	ecefc26f53c9e248e46eba5639c7dcf0	Kallisto/rna/bs_abundance_8.tsv	cloud-gce	1	singularity
cloud-gce-singularity	27c25950099fb7ef86c31d8c7b285f82	Kallisto/rna/bs_abundance_82.tsv	cloud-gce	1	singularity
cloud-gce-singularity	131ce496a6affa7b91dc62e962a284e7	Kallisto/rna/bs_abundance_15.tsv	cloud-gce	1	singularity
cloud-gce-singularity	b7d80b5123cd8bd65ea8301c589e32e5	Kallisto/rna/bs_abundance_20.tsv	cloud-gce	1	singularity
cloud-gce-singularity	a20f618c8ff61e253af5460bb6a49437	Kallisto/rna/bs_abundance_85.tsv	cloud-gce	1	singularity
cloud-gce-singularity	465e60b1468a0786deb3ac0f119cd76d	Kallisto/rna/bs_abundance_55.tsv	cloud-gce	1	singularity
cloud-gce-singularity	3b376854172d2043d182365bf9cbe9f1	Kallisto/rna/bs_abundance_46.tsv	cloud-gce	1	singularity
cloud-gce-singularity	384d5ef03b6448d28ee24accc8480010	Kallisto/rna/bs_abundance_36.tsv	cloud-gce	1	singularity
cloud-gce-singularity	85a695a8519f7c922335e11e26eec985	Kallisto/rna/bs_abundance_49.tsv	cloud-gce	1	singularity
cloud-gce-singularity	a7cc4aad1aa48d3df4c5c8efa4bdf74d	Kallisto/rna/bs_abundance_50.tsv	cloud-gce	1	singularity
cloud-gce-singularity	d34ef7d4edafc0927f5d015a42e1510f	Kallisto/rna/bs_abundance_62.tsv	cloud-gce	1	singularity
cloud-gce-singularity	3a84c40a6e5efcf51981d619ec38f423	Kallisto/rna/bs_abundance_47.tsv	cloud-gce	1	singularity
cloud-gce-singularity	2a42a8691ab68f7aa09d32b035341656	Kallisto/rna/bs_abundance_92.tsv	cloud-gce	1	singularity
cloud-gce-singularity	f2a2e4b8c01df0bf016a37bd0fdf9c3e	Kallisto/rna/bs_abundance_65.tsv	cloud-gce	1	singularity
cloud-gce-singularity	80f8268859fc64965f10a1c4a1ee7aad	Kallisto/rna/bs_abundance_0.tsv	cloud-gce	1	singularity
cloud-gce-singularity	03bd47a1c72f67bcb6aa5920717fbdef	Kallisto/rna/bs_abundance_58.tsv	cloud-gce	1	singularity
cloud-gce-singularity	21e7180526981b3550283a44a581d067	Kallisto/rna/bs_abundance_83.tsv	cloud-gce	1	singularity
cloud-gce-singularity	515e0fd522b31bd888803f4899bd91a0	Kallisto/rna/bs_abundance_14.tsv	cloud-gce	1	singularity
cloud-gce-singularity	67115e6067051ff6b776525c98ad6cfc	Kallisto/rna/bs_abundance_71.tsv	cloud-gce	1	singularity
cloud-gce-singularity	96606858b9e09c162627254126714ce4	Kallisto/rna/run_info.json	cloud-gce	1	singularity
cloud-gce-singularity	d79ea8906b0683b27d555ce83dc6d3c2	Kallisto/rna/bs_abundance_4.tsv	cloud-gce	1	singularity
cloud-gce-singularity	0251837d6f66c25e501cb75948f0840f	Kallisto/rna/bs_abundance_12.tsv	cloud-gce	1	singularity
cloud-gce-singularity	b79d45c1fd73a6b980c175cd33cbf92b	Kallisto/rna/bs_abundance_13.tsv	cloud-gce	1	singularity
cloud-gce-singularity	44c4a6bdd50f5a9b262e14d1e5230c45	Kallisto/rna/bs_abundance_53.tsv	cloud-gce	1	singularity
cloud-gce-singularity	f7b156cd07f49de9a1f9ae18329d2e4a	Kallisto/rna/bs_abundance_11.tsv	cloud-gce	1	singularity
cloud-gce-singularity	03f351b7b1bc9b354e4c3f5ba789142a	Kallisto/rna/bs_abundance_86.tsv	cloud-gce	1	singularity
cloud-gce-singularity	21c35878a0435f18d2dbd3feff694f77	Kallisto/rna/bs_abundance_24.tsv	cloud-gce	1	singularity
cloud-gce-singularity	941f6de254c663552cd96fed653c44cc	Kallisto/rna/bs_abundance_70.tsv	cloud-gce	1	singularity
cloud-gce-singularity	d2f5435a0a02b92beaf2378a2de3db03	Bam/container.bam	cloud-gce	1	singularity
cloud-gce-singularity	3b8640f488acc529049d86c1e2b0cbe5	Fastq/rna_1.fq.gz	cloud-gce	1	singularity
cloud-gce-singularity	26bab753fa6bf36d0e899f8496aebdfc	Fastq/rna_2.fq.gz	cloud-gce	1	singularity
